country,iso3c,year,Pillar 1  - Data Use - Score,Pillar 2 - Data Services - Score,Pillar 3 - Data Products - Score,Pillar 4 - Data Sources - Score,Pillar 5 - Data Infrastructure - Score,SPI Overall Score,Dimension 1.5: Data use by international organizations,Dimension 2.1: Data Releases,Dimension 2.2: Online access,Dimension 2.4: Data services,Dimension 3.1: Social Statistics,Dimension 3.2: Economic Statistics,Dimension 3.3: Environmental Statistics,Dimension 3.4: Institutional Statistics,Dimension 4.1: Censuses,Dimension 4.1: Surveys,Dimension 4.2: Administrative Data,Dimension 4.3: Geospatial Data,Dimension 5.1: Legislation and governance,Dimension 5.2: Standards and Methods,Dimension 5.5: Finance,Dimension 1.5: Data use by international organisations - Availability of Comparable Poverty headcount ratio at $2.15 a day,"Dimension 1.5: Data use by international organisations - Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME",Dimension 1.5: Data use by international organisations - Quality of Debt service data according to World Bank,Dimension 1.5: Data use by international organisations - Safely Managed Drinking Water,Dimension 1.5: Data use by international organisations - Labor force participation rate by sex and age (%),Dimension 2.1: Data releases - SDDS/e-GDDS subscription,Dimension 2.2: Online access - Machine Readability Score,Dimension 2.2: Online access - Non-Proprietary format Score,Dimension 2.2: Online access - Download Options Score,Dimension 2.2: Online access - Metadata Available Score,Dimension 2.2: Online access - Terms of Use Score,Dimension 2.2: Online access - ODIN Open Data Openness score,Dimension 2.4: Data access services - NADA metadata,Dimension 3.1: SDG Goal 1 - GOAL 1: No Poverty,Dimension 3.2: SDG Goal 2 - GOAL 2: Zero Hunger,Dimension 3.3: SDG Goal 3 - GOAL 3: Good Health and Well-being,Dimension 3.4: SDG Goal 4 - GOAL 4: Quality Education,Dimension 3.5: SDG Goal 5 - GOAL 5: Gender Equality,Dimension 3.6: SDG Goal 6 - GOAL 6: Clean Water and Sanitation,Dimension 3.7: SDG Goal 7 - GOAL 7: Affordable and Clean Energy,Dimension 3.8: SDG Goal 8 - GOAL 8: Decent Work and Economic Growth,"Dimension 3.9: SDG Goal 9 - GOAL 9: Industry, Innovation and Infrastructure",Dimension 3.10: SDG Goal 10 - GOAL 10: Reduced Inequality,Dimension 3.11: SDG Goal 11 - GOAL 11: Sustainable Cities and Communities,Dimension 3.12: SDG Goal 12 - GOAL 12: Responsible Consumption and Production,Dimension 3.13: SDG Goal 13 - GOAL 13: Climate Action,Dimension 3.15: SDG Goal 15 - GOAL 15: Life on Land,Dimension 3.16: SDG Goal 16 - GOAL 16: Peace and Justice Strong Institutions,Dimension 3.17: SDG Goal 17 - GOAL 17: Partnerships to achieve the Goal,Dimension 4.1: censuses and surveys - Population & Housing census,Dimension 4.1: censuses and surveys - Agriculture census,Dimension 4.1: censuses and surveys - Business/establishment census,"Dimension 4.1: censuses and surveys - Household Survey on income, etc",Dimension 4.1: censuses and surveys - Agriculture survey,Dimension 4.1: censuses and surveys - Labor Force Survey,Dimension 4.1: censuses and surveys - Health/Demographic survey,Dimension 4.1: censuses and surveys - Business/establishment survey,Dimension 4.2: administrative data - CRVS (WDI),Dimension 4.3: geospatial data - Geospatial data available at 1st Admin Level,Dimension 5.1: Legislation and governance - Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,Dimension 5.2: standards - System of national accounts in use,Dimension 5.2: standards - National Accounts base year,Dimension 5.2: standards - Classification of national industry,Dimension 5.2: standards - CPI base year,Dimension 5.2: standards - Classification of household consumption,Dimension 5.2: standards - Classification of status of employment,Dimension 5.2: standards - Central government accounting status,Dimension 5.2: standards - Compilation of government finance statistics,Dimension 5.2: standards - Compilation of monetary and financial statistics,Dimension 5.2: standards - Business process,Dimension 5.5: Finance - Finance Indicator based on PARIS21 indicators on SDG 17.18.3 & SDG 17.19.1,income,region,weights,population
Luxembourg,LUX,2018,80,90.43333333,63.94375,59.94166667,100,78.86375,0.8,1,0.713,1,0.669333333,0.700666667,0.4445,0.561,0.666666667,0.666,1,0.065,1,1,1,1,0,1,1,1,1,0.774,0.793,0.652,0.571,0.774,0.713,1,0.571,0.8,0.857,0.455,0.5,0.833,0.8,0.75,1,0.571,0.333,0.75,0,0.889,0.667,0.455,1,1,0,1,0,1,0.33,1,1,0.065,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,607950
Iceland,ISL,2018,80,87.8,61.10625,62.56666667,100,78.29458333,0.8,1,0.634,1,0.618166667,0.6335,0.5,0.6335,0.666666667,0.8,1,0.036,1,1,1,1,0,1,1,1,1,0.915,0.915,0.84,0.5,0,0.634,1,0.571,0.8,0.857,0.273,0.375,0.833,0.8,0.667,1,0.667,0.167,0.5,0,1,0.667,0.6,1,1,0,1,0.67,1,0.33,1,1,0.036,1,1,1,1,1,1,1,1,1,1,1,1,High income,Europe & Central Asia,1,352721
Albania,ALB,2018,100,69.76666667,73.775,59.44166667,85,77.59666667,1,0.5,0.593,1,0.783,0.661166667,0.9445,0.625,0.666666667,0.534,1,0.177,-99,0.85,-99,1,1,1,1,1,0.5,0.804,0.933,0.717,0.509,0,0.593,1,0.714,0.9,0.857,0.727,0.5,1,0.8,0.5,0.5,0.75,0.667,0.75,1,0.889,0.667,0.583,1,1,0,1,0,1,0.67,0,1,0.177,,1,1,1,0.5,1,0,1,1,1,1,,Upper middle income,Europe & Central Asia,1,2866376
Israel,ISR,2018,100,85.73333333,59.55,46.48333333,95,77.35333333,1,1,0.572,1,0.588,0.683333333,0.389,0.561,0.333333333,0.466,1,0.06,1,0.95,1,1,1,1,1,1,1,0.859,0.812,0.368,0.448,0.372,0.572,1,0.429,0.75,0.762,0.545,0.375,0.667,0.8,0.75,0.667,0.8,0.333,0.75,0,0.778,0.667,0.455,1,0,0,1,0,1,0.33,0,1,0.06,1,1,1,1,0.5,1,1,1,1,1,1,1,High income,Middle East & North Africa,1,8882800
Mauritius,MUS,2018,100,86.2,63.93125,66.375,70,77.30125,1,1,0.586,1,0.581666667,0.677833333,0.6945,0.6415,1,0.534,1,0.121,-99,0.7,-99,1,1,1,1,1,1,0.796,0.693,0.369,0.571,0.5,0.586,1,0.571,0.6,0.857,0.545,0.25,0.667,0.8,0.667,0.75,0.6,0.5,0.75,0.5,0.889,0.556,0.727,1,1,1,1,0,1,0.67,0,1,0.121,,1,0,1,0.5,1,1,1,0.5,1,0,,High income,Sub-Saharan Africa,1,1265303
Costa Rica,CRI,2018,100,86.46666667,75.5125,66.46666667,55,76.68916667,1,1,0.594,1,0.7645,0.708333333,0.9445,0.678,0.666666667,0.8,1,0.192,-99,0.55,-99,1,1,1,1,1,1,0.716,0.732,0.349,0.548,0.624,0.594,1,1,0.667,1,0.545,0.375,1,0.933,0.75,0.667,0.6,0.8,0.5,1,0.889,0.556,0.8,1,1,0,1,0,1,1,1,1,0.192,,1,0,1,0.5,1,0,1,0,1,0,,Upper middle income,Latin America & Caribbean,1,4999441
Romania,ROU,2018,90,87.16666667,56.6875,73.64166667,75,76.49916667,0.9,1,0.615,1,0.576,0.554166667,0.5835,0.561,0.666666667,0.934,1,0.345,-99,0.75,-99,1,1,1,0.5,1,1,0.789,0.889,0.614,0.751,0.033,0.615,1,0.857,0.556,0.762,0.364,0.25,0.667,0.6,0.5,0.625,0.6,0.5,0.5,0.5,0.667,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.345,,1,1,1,1,0,1,1,0.5,1,0,,High income,Europe & Central Asia,1,19472545
Mongolia,MNG,2018,100,80,78.36875,63.94166667,60,76.46208333,1,0.5,0.9,1,0.872333333,0.6705,0.9445,0.6965,0.666666667,0.6,1,0.291,-99,0.6,-99,1,1,1,1,1,0.5,0.939,0.963,0.939,0.695,0.963,0.9,1,1,0.9,0.857,0.727,0.75,1,0.8,0.667,0.556,0.5,1,0.5,1,0.889,0.778,0.615,1,1,0,1,0,1,1,0,1,0.291,,1,0.5,0.5,0.5,1,1,0.5,0,1,0,,Lower middle income,East Asia & Pacific,1,3170208
Thailand,THA,2018,100,76.46666667,77.45,57.85,70,76.35333333,1,1,0.294,1,0.7495,0.7195,0.9445,0.8445,1,0.732,0.5,0.082,-99,0.7,-99,1,1,1,1,1,1,0,0.896,0.079,0.496,0,0.294,1,0.857,1,0.857,0.545,0.571,0.667,0.8,0.667,0.75,0.6,1,0.5,1,0.889,0.889,0.8,1,1,1,1,0.33,1,1,0.33,0.5,0.082,,1,0,1,0,1,1,1,1,1,0,,Upper middle income,East Asia & Pacific,1,69428524
Philippines,PHL,2018,100,88.26666667,75.95625,80.175,35,75.87958333,1,1,0.648,1,0.790333333,0.6695,0.9445,0.7525,1,1,1,0.207,-99,0.35,-99,1,1,1,1,1,1,0.751,1,0.471,0.5,0.519,0.648,1,0.857,0.9,0.905,0.455,0.625,1,0.8,0.5,0.667,0.75,0.8,0.5,1,0.889,0.778,0.727,1,1,1,1,1,1,1,1,1,0.207,,1,0,0.5,0,1,0,0,0,1,0,,Lower middle income,East Asia & Pacific,1,106651922
Kyrgyz Republic,KGZ,2018,100,81.46666667,74.58125,53.05833333,70,75.82125,1,1,0.444,1,0.775333333,0.676333333,0.9445,0.667,0.333333333,0.466,1,0.323,-99,0.7,-99,1,1,1,1,1,1,0.533,0.463,0.349,0.43,0.448,0.444,1,1,0.778,0.905,0.636,0.5,0.833,0.933,0.583,0.625,0.75,0.667,0.5,1,0.889,0.667,0.667,1,0,0,1,0,0.33,1,0,1,0.323,,0,0,1,1,1,1,0.5,0.5,1,1,,Lower middle income,Europe & Central Asia,1,6322800
Russian Federation,RUS,2018,93.4,83.66666667,60.3,61.2,80,75.71333333,0.934,1,0.51,1,0.562333333,0.584333333,0.8335,0.5505,0.5,0.668,1,0.28,-99,0.8,-99,1,1,0.67,1,1,1,0.505,0.568,0.382,0.548,0.548,0.51,1,0.714,0.556,0.762,0.3,0.375,0.667,0.6,0.583,0.556,0.6,0.667,0.5,1,0.667,0.556,0.545,1,0.5,0,1,0,1,0.67,0.67,1,0.28,,0.5,0.5,1,1,1,0,1,1,1,1,,Upper middle income,Europe & Central Asia,1,144477860
Moldova,MDA,2018,100,94.23333333,55.05625,58.81666667,70,75.62125,1,1,0.827,1,0.6185,0.502833333,0.4445,0.596,0.666666667,0.466,1,0.22,-99,0.7,-99,1,1,1,1,1,1,0.933,0.933,0.777,0.654,0.838,0.827,1,0.571,0.625,0.81,0.455,0.25,1,0.6,0.5,0.75,0.75,0.167,0.25,0,0.889,0.556,0.636,1,1,0,1,0,1,0.33,0,1,0.22,,0,0,1,1,1,1,0.5,0.5,1,1,,Lower middle income,Europe & Central Asia,1,2706049
Belarus,BLR,2018,100,79.23333333,66.19375,51.85833333,80,75.45708333,1,1,0.377,1,0.693,0.6605,0.639,0.596,0.333333333,0.4,1,0.341,-99,0.8,-99,1,1,1,1,1,1,0.344,0.748,0.268,0.524,0,0.377,1,0.714,0.667,0.857,0.545,0.375,1,0.8,0.538,0.625,0.75,0.5,0.75,0.5,0.778,0.556,0.636,1,0,0,1,0,0.67,0.33,0,1,0.341,,1,1,1,1,1,0,0.5,0.5,1,1,,Upper middle income,Europe & Central Asia,1,9483499
Brazil,BRA,2018,90,83.3,76.575,62.375,65,75.45,0.9,1,0.499,1,0.747666667,0.8305,0.6945,0.697,0.5,0.6,1,0.395,-99,0.65,-99,1,1,1,1,0.5,1,0.897,0.578,0.515,0.505,0,0.499,1,0.857,0.7,0.9,0.6,0.429,1,0.933,0.833,0.667,0.75,0.8,1,0.5,0.889,0.667,0.727,1,0.5,0,1,1,1,0,0,1,0.395,,1,1,1,0.5,1,0,1,0,1,0,,Upper middle income,Latin America & Caribbean,1,209469333
Georgia,GEO,2018,100,86.46666667,73.98125,51.78333333,65,75.44625,1,1,0.594,1,0.756166667,0.6695,0.9445,0.697,0.333333333,0.6,1,0.138,-99,0.65,-99,1,1,1,1,1,1,0.73,0.919,0.606,0.713,0,0.594,1,1,0.667,0.95,0.545,0.375,1,0.933,0.5,0.667,0.75,0.667,0.5,1,0.889,0.667,0.727,1,0,0,1,0.33,1,0.67,0,1,0.138,,0.5,0,0.5,0.5,1,1,0.5,0.5,1,1,,Upper middle income,Europe & Central Asia,1,3726549
South Africa,ZAF,2018,83.4,85.5,77.98125,65.2,65,75.41625,0.834,1,0.565,1,0.793333333,0.7305,0.9445,0.7225,0.5,0.8,1,0.308,-99,0.65,-99,0.5,1,0.67,1,1,1,0.442,0.794,0.397,0.434,0.76,0.565,1,1,0.9,0.905,0.455,0.5,1,0.8,0.583,0.75,0.5,1,0.75,1,0.889,0.778,0.667,1,0.5,0,1,1,1,1,0,1,0.308,,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,,Upper middle income,Sub-Saharan Africa,1,57779622
Serbia,SRB,2018,100,67.36666667,72.54375,61.51666667,75,75.28541667,1,0.5,0.521,1,0.783666667,0.616666667,0.9445,0.658,0.666666667,0.734,1,0.06,-99,0.75,-99,1,1,1,1,1,0.5,0.483,0.753,0.402,0.542,0.424,0.521,1,1,0.8,0.857,0.545,0.5,1,0.6,0.583,0.75,0.6,0.667,0.5,1,0.889,0.778,0.538,1,1,0,1,0.33,1,0.67,0.67,1,0.06,,1,0.5,1,0.5,1,1,0.5,0,1,1,,Upper middle income,Europe & Central Asia,1,6982604
"Egypt, Arab Rep.",EGY,2018,100,76.8,79.175,56.75,60,74.545,1,1,0.304,1,0.8335,0.722166667,0.9445,0.7225,0.5,0.6,1,0.17,-99,0.6,-99,1,1,1,1,1,1,0.056,0.896,0.128,0.439,0,0.304,1,1,0.889,0.952,0.636,0.857,0.667,0.933,0.75,0.75,0.6,0.8,0.5,1,0.889,0.778,0.667,0.5,1,0,1,0,1,1,0,1,0.17,,0.5,0.5,1,0.5,1,0,0,0.5,1,1,,Lower middle income,Middle East & North Africa,1,98423595
Singapore,SGP,2018,100,100,42.975,53.33333333,75,74.26166667,1,1,1,1,0.4495,0.432,0.278,0.5155,0.333333333,0.8,1,0,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143,0.375,0.762,0.5,0.25,0.667,0.8,0.333,0.625,0.167,0.167,0.5,0,0.556,0.667,0.364,1,0,0,1,0,1,1,1,1,0,1,1,0.5,1,0.5,1,1,0.5,1,0,1,1,High income,East Asia & Pacific,1,5638676
Malta,MLT,2018,100,84,46.35,68.59166667,70,73.78833333,1,1,0.52,1,0.504666667,0.482,0.278,0.47,0.666666667,0.934,1,0.143,-99,0.7,-99,1,1,1,1,1,1,0.251,0.714,0.35,0.573,0.714,0.52,1,0.429,0.556,0.762,0.364,0.25,0.667,0.6,0.5,0.625,0.5,0.167,0.5,0,0.556,0.667,0.273,1,1,0,1,1,1,0.67,1,1,0.143,,1,0.5,1,0.5,1,0,1,1,1,0,,High income,Middle East & North Africa,1,484630
Sri Lanka,LKA,2018,100,81.03333333,69.0125,73.75,45,73.75916667,1,1,0.431,1,0.705666667,0.616,0.9445,0.6115,1,0.532,1,0.418,-99,0.45,-99,1,1,1,1,1,1,0.246,0.976,0.392,0.542,0,0.431,1,0.857,0.9,0.905,0.364,0.375,0.833,0.8,0.462,0.667,0.6,0.667,0.5,1,0.889,0.556,0.667,1,1,1,1,0.33,1,0.33,0,1,0.418,,1,0.5,1,0,1,0,0,0,1,0,,Lower middle income,South Asia,1,21670000
Ecuador,ECU,2018,100,87.73333333,78.74375,55.59166667,45,73.41375,1,1,0.632,1,0.810166667,0.75,0.9445,0.6745,0.666666667,0.8,0.5,0.257,-99,0.45,-99,1,1,1,1,1,1,0.732,0.783,0.41,0.646,0.588,0.632,1,1,0.9,0.95,0.636,0.375,1,0.933,0.667,0.75,0.6,0.8,0.75,1,0.889,0.778,0.571,1,0,1,1,0,1,1,1,0.5,0.257,,1,0,1,0,1,0,0,0.5,1,0,,Upper middle income,Latin America & Caribbean,1,17084357
Malaysia,MYS,2018,86.6,84.03333333,74.2375,68.2,50,72.61416667,0.866,1,0.521,1,0.758666667,0.689,0.9445,0.6515,1,0.532,1,0.196,-99,0.5,-99,1,1,0.33,1,1,1,0.859,0.859,0.44,0.43,0.019,0.521,1,1,0.9,0.857,0.545,0.25,1,0.8,0.667,0.75,0.75,0.667,0.5,1,0.889,0.667,0.636,1,1,1,1,0,1,0.33,0.33,1,0.196,,1,0.5,1,0.5,1,0,0,0,1,0,,Upper middle income,East Asia & Pacific,1,31528585
Indonesia,IDN,2018,100,87.33333333,75.63125,43.79166667,55,72.35125,1,1,0.62,1,0.746,0.738833333,0.9445,0.6515,0.666666667,0.8,0,0.285,-99,0.55,-99,1,1,1,1,1,1,0.585,0.849,0.458,0.377,0.83,0.62,1,1,0.778,0.8,0.636,0.429,0.833,0.933,0.583,0.667,0.75,1,0.5,1,0.889,0.667,0.636,1,1,0,1,0,1,1,1,0,0.285,,1,0.5,1,0.5,0,0,0.5,1,1,0,,Upper middle income,East Asia & Pacific,1,267663435
Colombia,COL,2018,100,84.26666667,84.01875,42.275,45,71.11208333,1,1,0.528,1,0.834166667,0.822166667,0.9445,0.808,0.5,0.934,0,0.257,-99,0.45,-99,1,1,1,1,1,1,0.893,0.18,0.332,0.775,0.463,0.528,1,1,0.889,1,0.545,0.571,1,0.933,0.75,0.75,0.75,1,0.75,1,0.889,0.889,0.727,0.5,1,0,1,1,1,0.67,1,0,0.257,,0.5,0,1,0,0,0,1,0,1,1,,Upper middle income,Latin America & Caribbean,1,49661056
West Bank and Gaza,PSE,2018,80,86.56666667,58.70625,65.73333333,60,70.20125,0.8,1,0.597,1,0.619666667,0.467333333,0.9445,0.491,0.833333333,0.934,0.5,0.362,-99,0.6,-99,1,0,1,1,1,1,0.251,0.915,0.43,0.471,0.915,0.597,1,1,0.75,0.381,0.545,0.375,0.667,0.6,0.538,0.333,0.333,0.5,0.5,1,0.889,0.444,0.538,0.5,1,1,1,0.67,1,1,1,0.5,0.362,,0,0.5,1,0.5,1,0,1,0,1,1,,Lower middle income,Middle East & North Africa,1,4569087
North Macedonia,MKD,2018,100,88.06666667,51.69375,55.98333333,55,70.14875,1,1,0.642,1,0.619833333,0.428166667,0.4445,0.547,0.333333333,0.802,1,0.104,-99,0.55,-99,1,1,1,1,1,1,0.893,0.952,0.642,0.675,0.048,0.642,1,0.571,0.556,0.762,0.455,0.375,1,0.6,0.385,0.667,0.5,0.167,0.25,0,0.889,0.556,0.538,0.5,0.5,0,1,0.67,1,0.67,0.67,1,0.104,,0,0,1,1,1,0,0.5,0,1,1,,Upper middle income,Europe & Central Asia,1,2082958
Ukraine,UKR,2018,100,46.06666667,67.75625,49.01666667,85,69.56791667,1,1,0.382,0,0.679333333,0.614,0.9445,0.596,0.166666667,0.734,1,0.06,-99,0.85,-99,1,1,1,1,1,1,0.328,0.878,0.269,0.435,0,0.382,0,1,0.7,0.762,0.364,0.25,1,0.6,0.5,0.667,0.75,0.667,0.5,1,0.889,0.556,0.636,0.5,0,0,1,0,1,0.67,1,1,0.06,,1,1,1,1,1,1,0.5,0,1,1,,Lower middle income,Europe & Central Asia,1,44622518
Peru,PER,2018,90,85.76666667,78.63125,51.13333333,40,69.10625,0.9,1,0.573,1,0.806833333,0.734333333,0.9445,0.7225,0.833333333,1,0,0.212,-99,0.4,-99,1,1,1,1,0.5,1,0.878,0.772,0.614,0.504,0.095,0.573,1,1,0.8,0.905,0.636,0.5,1,0.8,0.75,0.556,0.75,0.8,0.75,1,0.889,0.778,0.667,0.5,1,1,1,1,1,1,1,0,0.212,,1,0,1,0.5,0,0,0.5,0,1,0,,Upper middle income,Latin America & Caribbean,1,31989256
India,IND,2018,80,87.96666667,60.21875,67.225,50,69.08208333,0.8,1,0.639,1,0.622666667,0.591666667,0.4445,0.73,1,0.8,0.5,0.389,-99,0.5,-99,0,1,1,1,1,1,0.963,0.784,0.387,0.647,0.415,0.639,1,0.286,0.9,0.762,0.455,0.5,0.833,0.933,0.5,0.667,0.5,0.2,0.75,0,0.889,0.889,0.571,1,1,1,1,0.33,1,0.67,1,0.5,0.389,,1,0.5,0.5,0.5,1,0,0.5,1,0,0,,Lower middle income,South Asia,1,1352617328
Uruguay,URY,2018,100,83.9,65.0375,68.4,25,68.4675,1,1,0.517,1,0.6175,0.6335,0.889,0.561,1,0.6,1,0.136,-99,0.25,-99,1,1,1,1,1,1,0.907,0.357,0.341,0.5,0.481,0.517,1,0.857,0.6,0.762,0.636,0.25,0.6,0.8,0.667,0.667,0.5,0.667,0.5,1,0.778,0.667,0.455,1,1,1,1,0,1,1,0,1,0.136,,0.5,0,0.5,0,0,0,0.5,0,1,0,,High income,Latin America & Caribbean,1,3449299
Azerbaijan,AZE,2018,80,64.63333333,61.05625,55.09166667,80,68.15625,0.8,0.5,0.439,1,0.639833333,0.561666667,0.6945,0.5855,0.666666667,0.334,1,0.203,-99,0.8,-99,0,1,1,1,1,0.5,0.934,0.398,0.52,0.343,0,0.439,1,0.429,0.667,0.857,0.6,0.286,1,0.8,0.462,0.625,0.4,0.333,0.75,0.5,0.889,0.556,0.615,1,1,0,1,0,0.67,0,0,1,0.203,,0.5,1,1,1,1,1,0.5,0,1,1,,Upper middle income,Europe & Central Asia,1,9939771
El Salvador,SLV,2018,90,79.93333333,75.675,44.93333333,50,68.10833333,0.9,1,0.398,1,0.799333333,0.727833333,0.6945,0.778,0.333333333,0.334,1,0.13,-99,0.5,-99,1,1,1,1,0.5,1,0.415,0.781,0.32,0.472,0,0.398,1,0.857,0.778,0.9,0.636,0.625,1,0.933,0.667,0.667,0.75,0.6,0.75,0.5,0.889,0.889,0.667,0.5,0.5,0,1,0,0,0.67,0,1,0.13,,1,0,1,0,1,0,1,0,1,0,,Lower middle income,Latin America & Caribbean,1,6420744
Uganda,UGA,2018,100,64.2,77.825,38.03333333,60,68.01166667,1,0.5,0.426,1,0.799,0.707333333,0.9445,0.7625,0.833333333,0.666,0,0.022,-99,0.6,-99,1,1,1,1,1,0.5,0.271,0.806,0.354,0.627,0.071,0.426,1,1,0.875,0.714,0.455,0.75,1,0.8,0.5,0.444,0.75,1,0.75,1,0.889,0.889,0.636,1,1,0.5,1,0,1,1,0.33,0,0.022,,1,0.5,0,0,1,1,1,0.5,1,0,,Low income,Sub-Saharan Africa,1,42723139
Rwanda,RWA,2018,100,72.43333333,70.85625,45.24166667,45,66.70625,1,0.5,0.673,1,0.761166667,0.693,0.6945,0.6115,0.666666667,1,0,0.143,-99,0.45,-99,1,1,1,1,1,0.5,0.589,0.963,0.325,0.542,0.943,0.673,1,0.857,0.778,0.762,0.545,0.625,1,0.8,0.583,0.625,0.6,0.8,0.75,0.5,0.889,0.556,0.667,1,1,0,1,1,1,1,1,0,0.143,,0.5,0.5,1,0.5,1,0,0,0,1,0,,Low income,Sub-Saharan Africa,1,12301939
Vietnam,VNM,2018,100,64,58.4,75.725,35,66.625,1,0.5,0.42,1,0.656333333,0.558333333,0.4445,0.5835,1,0.8,1,0.229,-99,0.35,-99,1,1,1,1,1,0.5,0.557,0.697,0.551,0.293,0,0.42,1,0.571,0.9,0.714,0.545,0.375,0.833,0.8,0.583,0.667,0.6,0.2,0.5,0,0.889,0.667,0.5,1,1,1,1,0,1,1,1,1,0.229,,0.5,0.5,1,0.5,1,0,0,0,0,0,,Lower middle income,East Asia & Pacific,1,95540395
Croatia,HRV,2018,80,50.76666667,57.625,64.21666667,80,66.52166667,0.8,1,0.523,0,0.598,0.5875,0.5835,0.47,0.666666667,0.866,1,0.036,-99,0.8,-99,1,1,1,0,1,1,0.359,0.896,0.43,0.481,0.448,0.523,0,0.857,0.6,0.85,0.364,0.25,0.667,0.8,0.5,0.625,0.6,0.5,0.5,0.5,0.667,0.667,0.273,1,1,0,1,1,1,0.33,1,1,0.036,,1,1,1,0.5,1,1,0,0.5,1,1,,High income,Europe & Central Asia,1,4087843
Argentina,ARG,2018,70,79.46666667,78.80625,63.09166667,35,65.27291667,0.7,1,0.384,1,0.728166667,0.836166667,0.9445,0.667,0.666666667,0.732,1,0.125,-99,0.35,-99,0,1,1,0.5,1,1,0.793,0.177,0.382,0.566,0,0.384,1,1,0.7,0.95,0.636,0.25,0.833,1,0.75,0.667,0.6,1,1,1,0.889,0.667,0.667,1,1,0,1,0.33,1,1,0.33,1,0.125,,1,0,0.5,0,1,0,1,0,0,0,,Upper middle income,Latin America & Caribbean,1,44494502
Montenegro,MNE,2018,90,64.26666667,65.71875,58.71666667,45,64.74041667,0.9,0.5,0.428,1,0.675666667,0.561166667,0.9445,0.6025,0.666666667,0.6,1,0.082,-99,0.45,-99,1,1,1,0.5,1,0.5,0.752,0.41,0.26,0.717,0,0.428,1,1,0.7,0.857,0.455,0.375,0.667,0.6,0.5,0.75,0.6,0.667,0.25,1,0.889,0.667,0.538,1,1,0,1,0.33,1,0.67,0,1,0.082,,1,1,1,0.5,1,0,0,0,0,0,,Upper middle income,Europe & Central Asia,1,622227
Tunisia,TUN,2018,90,85.66666667,63.95,49.80833333,30,63.885,0.9,1,0.57,1,0.695333333,0.583333333,0.6945,0.5855,0.333333333,0.534,1,0.125,-99,0.3,-99,0.5,1,1,1,1,1,0.55,0.889,0.535,0.43,0.444,0.57,1,0.857,0.8,0.81,0.455,0.25,1,0.8,0.25,0.75,0.6,0.6,0.5,0.5,0.889,0.556,0.615,1,0,0,0.67,0,1,1,0,1,0.125,,0.5,0.5,1,0,0,0,0,0,1,0,,Lower middle income,Middle East & North Africa,1,11565204
Guatemala,GTM,2018,90,62.1,76.9125,58.3,25,62.4625,0.9,0.5,0.363,1,0.821666667,0.663833333,0.9445,0.752,0.5,0.668,1,0.164,-99,0.25,-99,0.5,1,1,1,1,0.5,0.567,0.617,0.213,0.421,0,0.363,1,1,0.778,0.857,0.545,0.75,1,0.933,0.583,0.667,0.5,0.8,0.5,1,0.889,0.889,0.615,0.5,1,0,0.67,1,1,0.67,0,1,0.164,,0.5,0,0.5,0.5,0,0,0,0,1,0,,Upper middle income,Latin America & Caribbean,1,16346950
Bolivia,BOL,2018,100,68.53333333,72.4625,54.36666667,15,62.0725,1,0.5,0.556,1,0.764166667,0.7045,0.6945,0.6965,0.666666667,0.734,0.5,0.274,-99,0.15,-99,1,1,1,1,1,0.5,0.76,0.849,0.741,0.43,0,0.556,1,0.857,0.9,0.95,0.545,0.5,0.833,0.933,0.75,0.444,0.75,0.6,0.75,0.5,0.889,0.778,0.615,1,1,0,1,0.67,1,0.67,0.33,0.5,0.274,,0,0,0.5,0,0,0,0,0,1,0,,Lower middle income,Latin America & Caribbean,1,11353142
Senegal,SEN,2018,80,81.03333333,66.56875,39.91666667,40,61.50375,0.8,1,0.431,1,0.719833333,0.591666667,0.6945,0.6965,0.666666667,0.734,0,0.196,-99,0.4,-99,0,1,1,1,1,1,0.071,0.91,0.253,0.528,0.395,0.431,1,0.571,0.8,0.762,0.636,0.75,0.8,0.8,0.583,0.667,0.4,0.6,0.5,0.5,0.889,0.778,0.615,1,1,0,1,1,0.67,0.67,0.33,0,0.196,,0.5,0,0.5,0.5,1,0,0,0.5,1,0,,Lower middle income,Sub-Saharan Africa,1,15854360
Bosnia and Herzegovina,BIH,2018,80,60.66666667,58.1,47.38333333,60,61.23,0.8,0.5,0.32,1,0.583166667,0.619333333,0.4445,0.596,0.333333333,0.534,1,0.028,-99,0.6,-99,0,1,1,1,1,0.5,0.081,0.826,0.269,0.424,0,0.32,1,0.429,0.556,0.9,0.364,0.25,1,0.8,0.583,0.75,0.5,0.333,0.75,0,0.889,0.556,0.636,1,0,0,1,0,1,0.67,0,1,0.028,,0.5,1,1,0,1,0,1,0.5,1,0,,Upper middle income,Europe & Central Asia,1,3323929
